model,attempt,temperature,top_p,prompt,results,baseline,score
gpt-4o-mini-2024-07-18,96,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM CYLLIO PM SB BRUXELAS 10 ML 6X1,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM CYLLIO PM SB BRUXELAS 10 ML 6X1' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,96,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM CYLLIO PM SB BRUXELAS 10 ML 6X1,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM CYLLIO PM SB BRUXELAS 10 ML 6X1' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,96,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM CYLLIO PM SB BRUXELAS 10 ML 6X1,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM CYLLIO PM SB BRUXELAS 10 ML 6X1' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,96,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM CYLLIO PM SB BRUXELAS 10 ML 6X1,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM CYLLIO PM SB BRUXELAS 10 ML 6X1' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,97,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN' é Outras matérias corantes; preparações indicadas na Nota 3 do presente Capítulo, exceto das posições 32.03, 32.04 ou 32.05; produtos inorgânicos dos tipos utilizados como luminóforos, mesmo de constituição química definida. - Outras matérias corantes e outras preparações:  -- Ultramar e suas preparações",
gpt-4o-mini-2024-07-18,97,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN' é Outras matérias corantes; preparações indicadas na Nota 3 do presente Capítulo, exceto das posições 32.03, 32.04 ou 32.05; produtos inorgânicos dos tipos utilizados como luminóforos, mesmo de constituição química definida. - Outras matérias corantes e outras preparações:  -- Ultramar e suas preparações",
gpt-4o-mini-2024-07-18,97,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN' é Outras matérias corantes; preparações indicadas na Nota 3 do presente Capítulo, exceto das posições 32.03, 32.04 ou 32.05; produtos inorgânicos dos tipos utilizados como luminóforos, mesmo de constituição química definida. - Outras matérias corantes e outras preparações:  -- Ultramar e suas preparações",
gpt-4o-mini-2024-07-18,97,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN' é Outras matérias corantes; preparações indicadas na Nota 3 do presente Capítulo, exceto das posições 32.03, 32.04 ou 32.05; produtos inorgânicos dos tipos utilizados como luminóforos, mesmo de constituição química definida. - Outras matérias corantes e outras preparações:  -- Ultramar e suas preparações",
gpt-4o-mini-2024-07-18,97,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN' é Outras matérias corantes; preparações indicadas na Nota 3 do presente Capítulo, exceto das posições 32.03, 32.04 ou 32.05; produtos inorgânicos dos tipos utilizados como luminóforos, mesmo de constituição química definida. - Outras matérias corantes e outras preparações:  -- Ultramar e suas preparações",
gpt-4o-mini-2024-07-18,97,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN' é Outras matérias corantes; preparações indicadas na Nota 3 do presente Capítulo, exceto das posições 32.03, 32.04 ou 32.05; produtos inorgânicos dos tipos utilizados como luminóforos, mesmo de constituição química definida. - Outras matérias corantes e outras preparações:  -- Ultramar e suas preparações",
gpt-4o-mini-2024-07-18,97,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN' é Outras matérias corantes; preparações indicadas na Nota 3 do presente Capítulo, exceto das posições 32.03, 32.04 ou 32.05; produtos inorgânicos dos tipos utilizados como luminóforos, mesmo de constituição química definida. - Outras matérias corantes e outras preparações:  -- Ultramar e suas preparações",
gpt-4o-mini-2024-07-18,97,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN' é Outras matérias corantes; preparações indicadas na Nota 3 do presente Capítulo, exceto das posições 32.03, 32.04 ou 32.05; produtos inorgânicos dos tipos utilizados como luminóforos, mesmo de constituição química definida. - Outras matérias corantes e outras preparações:  -- Ultramar e suas preparações",
gpt-4o-mini-2024-07-18,97,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ANIL IMPERIAL RECKITT 10CAIXINHAX4SAQUIN' é Outras matérias corantes; preparações indicadas na Nota 3 do presente Capítulo, exceto das posições 32.03, 32.04 ou 32.05; produtos inorgânicos dos tipos utilizados como luminóforos, mesmo de constituição química definida. - Outras matérias corantes e outras preparações:  -- Ultramar e suas preparações",
gpt-4o-mini-2024-07-18,98,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U' é Falsos tecidos, mesmo impregnados, revestidos, recobertos ou estratificados. - Outros: -- De peso superior a 25 g/m2 mas não superior a 70 g/m2 Outros",
gpt-4o-mini-2024-07-18,98,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U' é Falsos tecidos, mesmo impregnados, revestidos, recobertos ou estratificados. - Outros: -- De peso superior a 25 g/m2 mas não superior a 70 g/m2 Outros",
gpt-4o-mini-2024-07-18,98,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U' é Falsos tecidos, mesmo impregnados, revestidos, recobertos ou estratificados. - Outros: -- De peso superior a 25 g/m2 mas não superior a 70 g/m2 Outros",
gpt-4o-mini-2024-07-18,98,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U' é Falsos tecidos, mesmo impregnados, revestidos, recobertos ou estratificados. - Outros: -- De peso superior a 25 g/m2 mas não superior a 70 g/m2 Outros",
gpt-4o-mini-2024-07-18,98,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U' é Falsos tecidos, mesmo impregnados, revestidos, recobertos ou estratificados. - Outros: -- De peso superior a 25 g/m2 mas não superior a 70 g/m2 Outros",
gpt-4o-mini-2024-07-18,98,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U' é Falsos tecidos, mesmo impregnados, revestidos, recobertos ou estratificados. - Outros: -- De peso superior a 25 g/m2 mas não superior a 70 g/m2 Outros",
gpt-4o-mini-2024-07-18,98,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U' é Falsos tecidos, mesmo impregnados, revestidos, recobertos ou estratificados. - Outros: -- De peso superior a 25 g/m2 mas não superior a 70 g/m2 Outros",
gpt-4o-mini-2024-07-18,98,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U' é Falsos tecidos, mesmo impregnados, revestidos, recobertos ou estratificados. - Outros: -- De peso superior a 25 g/m2 mas não superior a 70 g/m2 Outros",
gpt-4o-mini-2024-07-18,98,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP D.ROLL FOLHAS PRONTAS FACIAL HYDRA 8U' é Falsos tecidos, mesmo impregnados, revestidos, recobertos ou estratificados. - Outros: -- De peso superior a 25 g/m2 mas não superior a 70 g/m2 Outros",
gpt-4o-mini-2024-07-18,99,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SH.DOVE OLEO NUTRICAO 200ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SH.DOVE OLEO NUTRICAO 200ML' é Preparações capilares.   - Xampus,
gpt-4o-mini-2024-07-18,99,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SH.DOVE OLEO NUTRICAO 200ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SH.DOVE OLEO NUTRICAO 200ML' é Preparações capilares.   - Xampus,
gpt-4o-mini-2024-07-18,99,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SH.DOVE OLEO NUTRICAO 200ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SH.DOVE OLEO NUTRICAO 200ML' é Preparações capilares.   - Xampus,
gpt-4o-mini-2024-07-18,99,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SH.DOVE OLEO NUTRICAO 200ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SH.DOVE OLEO NUTRICAO 200ML' é Preparações capilares.   - Xampus,
gpt-4o-mini-2024-07-18,99,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SH.DOVE OLEO NUTRICAO 200ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SH.DOVE OLEO NUTRICAO 200ML' é Preparações capilares.   - Xampus,
gpt-4o-mini-2024-07-18,99,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SH.DOVE OLEO NUTRICAO 200ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SH.DOVE OLEO NUTRICAO 200ML' é Preparações capilares.   - Xampus,
gpt-4o-mini-2024-07-18,99,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SH.DOVE OLEO NUTRICAO 200ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SH.DOVE OLEO NUTRICAO 200ML' é Preparações capilares.   - Xampus,
gpt-4o-mini-2024-07-18,99,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SH.DOVE OLEO NUTRICAO 200ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SH.DOVE OLEO NUTRICAO 200ML' é Preparações capilares.   - Xampus,
gpt-4o-mini-2024-07-18,99,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SH.DOVE OLEO NUTRICAO 200ML,,A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SH.DOVE OLEO NUTRICAO 200ML' é Preparações capilares.   - Xampus,
gpt-4o-mini-2024-07-18,100,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: INS.MORTEIN ACAO TOTAL 300ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'INS.MORTEIN ACAO TOTAL 300ML' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma  - Mercadorias mencionadas na Nota 1 de subposição do presente Capítulo Apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias",
gpt-4o-mini-2024-07-18,100,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: INS.MORTEIN ACAO TOTAL 300ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'INS.MORTEIN ACAO TOTAL 300ML' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma  - Mercadorias mencionadas na Nota 1 de subposição do presente Capítulo Apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias",
gpt-4o-mini-2024-07-18,100,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: INS.MORTEIN ACAO TOTAL 300ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'INS.MORTEIN ACAO TOTAL 300ML' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma  - Mercadorias mencionadas na Nota 1 de subposição do presente Capítulo Apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias",
gpt-4o-mini-2024-07-18,100,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: INS.MORTEIN ACAO TOTAL 300ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'INS.MORTEIN ACAO TOTAL 300ML' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma  - Mercadorias mencionadas na Nota 1 de subposição do presente Capítulo Apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias",
gpt-4o-mini-2024-07-18,100,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: INS.MORTEIN ACAO TOTAL 300ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'INS.MORTEIN ACAO TOTAL 300ML' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma  - Mercadorias mencionadas na Nota 1 de subposição do presente Capítulo Apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias",
gpt-4o-mini-2024-07-18,100,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: INS.MORTEIN ACAO TOTAL 300ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'INS.MORTEIN ACAO TOTAL 300ML' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma  - Mercadorias mencionadas na Nota 1 de subposição do presente Capítulo Apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias",
gpt-4o-mini-2024-07-18,100,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: INS.MORTEIN ACAO TOTAL 300ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'INS.MORTEIN ACAO TOTAL 300ML' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma  - Mercadorias mencionadas na Nota 1 de subposição do presente Capítulo Apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias",
gpt-4o-mini-2024-07-18,100,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: INS.MORTEIN ACAO TOTAL 300ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'INS.MORTEIN ACAO TOTAL 300ML' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma  - Mercadorias mencionadas na Nota 1 de subposição do presente Capítulo Apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias",
gpt-4o-mini-2024-07-18,100,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: INS.MORTEIN ACAO TOTAL 300ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'INS.MORTEIN ACAO TOTAL 300ML' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma  - Mercadorias mencionadas na Nota 1 de subposição do presente Capítulo Apresentados em formas ou embalagens exclusivamente para uso direto em aplicações domissanitárias",
gpt-4o-mini-2024-07-18,101,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,101,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,101,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,101,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,101,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,101,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,101,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,101,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,101,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ESM BC C LEITE CLAUDINHA BAGUNCEIRA UN QTD. 18.00 UN' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Preparações para manicuros e pedicuros",
gpt-4o-mini-2024-07-18,102,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CREME DENTAL COLGATE TOTAL ADV GEL 90GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CREME DENTAL COLGATE TOTAL ADV GEL 90GR' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
gpt-4o-mini-2024-07-18,102,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CREME DENTAL COLGATE TOTAL ADV GEL 90GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CREME DENTAL COLGATE TOTAL ADV GEL 90GR' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
gpt-4o-mini-2024-07-18,102,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CREME DENTAL COLGATE TOTAL ADV GEL 90GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CREME DENTAL COLGATE TOTAL ADV GEL 90GR' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
gpt-4o-mini-2024-07-18,102,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CREME DENTAL COLGATE TOTAL ADV GEL 90GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CREME DENTAL COLGATE TOTAL ADV GEL 90GR' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
gpt-4o-mini-2024-07-18,102,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CREME DENTAL COLGATE TOTAL ADV GEL 90GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CREME DENTAL COLGATE TOTAL ADV GEL 90GR' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
gpt-4o-mini-2024-07-18,102,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CREME DENTAL COLGATE TOTAL ADV GEL 90GR,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CREME DENTAL COLGATE TOTAL ADV GEL 90GR' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
